doc_name,doc_link,rubrik,section,meeting_date,meeting_time,meeting_reference,verksamhetsorgan,parent_link
sammantradets_konstituerande_185704.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185704,Sammanträdets konstituerande,§ 57,18.12.2023,15:04,6/2023,Personalsektionen,
anhallan_om_ersattning_for_tid_i_beredskap_smabarnspedagogiken_185706.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185706,Anhållan om ersättning för tid i beredskap; småbarnspedagogiken,§ 58,18.12.2023,15:04,6/2023,Personalsektionen,
anhallan_om_utbetalning_av_overtidstimmar_bildningsekonom_185708.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185708,Anhållan om utbetalning av övertidstimmar; bildningsekonom,§ 59,18.12.2023,15:04,6/2023,Personalsektionen,
sammantradesdatum_varen_2024_185710.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185710,Sammanträdesdatum våren 2024,§ 60,18.12.2023,15:04,6/2023,Personalsektionen,
sokande_av_andring_185702.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185702,Sökande av ändring,§ 0,18.12.2023,15:04,6/2023,Personalsektionen,
sammantradesuppgifter_och_deltagande_185538.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185538,Sammanträdesuppgifter och deltagande,§ 0,14.12.2023,16:19,7/2023,Stadsfullmäktige,
sammantradets_konstituerande_innehaller_personuppgifter__185587.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185587,Sammanträdets konstituerande (innehåller personuppgifter),§ 64,14.12.2023,16:19,7/2023,Stadsfullmäktige,
bindningar_inkomna_uppgifter_20_11_2023_185544.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185544,"Bindningar, inkomna uppgifter 20.11.2023",§ 65,14.12.2023,16:19,7/2023,Stadsfullmäktige,
bil_inlamnade_bindningar_20_11_2023_182694.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=182694&version=1,Bil. Inlämnade bindningar  20.11.2023,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185544
val_av_ordforande_i_miljohalsovardsnamnden_innehaller_personuppgifter__185546.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185546,Val av ordförande i miljöhälsovårdsnämnden (innehåller personuppgifter),§ 66,14.12.2023,16:19,7/2023,Stadsfullmäktige,
utnamnande_av_medlem_till_namnden_for_osterbottens_sysselsattningsomrade_innehaller_personuppgifter_185595.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185595,Utnämnande av medlem till nämnden för Österbottens sysselsättningsområde (innehåller personuppgifter),§ 67,14.12.2023,16:19,7/2023,Stadsfullmäktige,
brev_utnamnande_osterbottens_sysselsattningsomrade_183285.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=183285&version=1,"Brev, utnämnande Österbottens sysselsättningsområde",,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185595
omfattande_valfardberattelse_for_nykarleby_stad_2022_2026_185552.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185552,Omfattande välfärdberättelse för Nykarleby stad 2022-2026,§ 68,14.12.2023,16:19,7/2023,Stadsfullmäktige,
halsa_i_skolan_2023_181657.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181657&version=1,Hälsa i skolan 2023,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185552
omfattande_valfardberattelse_for_nykarleby_stad_2022_2026_181828.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181828&version=1,Omfattande välfärdberättelse för Nykarleby stad 2022-2026,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185552
pyll_pohjanmaa_tulokset_osterbotten_resultat_181830.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181830&version=1,PYLL_Pohjanmaa tulokset_Österbotten resultat,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185552
svar_fran_kultur_och_idrottsomradesenkat_2023_181832.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181832&version=1,Svar från kultur- och idrottsområdesenkät 2023,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185552
tillaggsanslag_smabarnspedagogiken_185554.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185554,"Tilläggsanslag, småbarnspedagogiken",§ 69,14.12.2023,16:19,7/2023,Stadsfullmäktige,
tillaggsanslag_for_beviljande_av_bidrag_till_stiftelsen_juthbacka_innehaller_personuppgifter__185600.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185600,Tilläggsanslag för beviljande av bidrag till Stiftelsen Juthbacka (innehåller personuppgifter),§ 70,14.12.2023,16:19,7/2023,Stadsfullmäktige,
budget_2024_och_ekonomiplan_2025_2026_innehaller_personuppgifter__185558.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185558,Budget 2024 och ekonomiplan 2025-2026 (innehåller personuppgifter),§ 71,14.12.2023,16:19,7/2023,Stadsfullmäktige,
budgetboken_2024_14_12_2023_sfge_med_korrigeringar_185618.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185618&version=1,Budgetboken 2024 14.12.2023 SFGE  med korrigeringar,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185558
budgetboken_2024_14_12_2023_sfge_185622.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185622&version=1,Budgetboken 2024 14.12.2023 SFGE,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185558
omrostningsprotokoll_185659.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185659&version=1,Omröstningsprotokoll,,14.12.2023,16:19,7/2023,Stadsfullmäktige,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185558
sokande_av_andring_185540.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185540,Sökande av ändring,§ 0,14.12.2023,16:19,7/2023,Stadsfullmäktige,
kokoustiedot_ja_osallistujat_185813.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185813,Kokoustiedot ja osallistujat,§ 0,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
kokouksen_jarjestaytyminen_innehaller_personuppgifter__185961.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185961,Kokouksen järjestäytyminen (innehåller personuppgifter),§ 64,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
sidonnaisuudet_toimitetut_tiedot_20_11_2023_185819.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185819,"Sidonnaisuudet, toimitetut tiedot 20.11.2023",§ 65,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
inlamnade_bindningar_november_2023_sidonnaisuudet_marraskuu_2023_181564.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181564&version=1,Inlämnade bindningar november 2023 / Sidonnaisuudet marraskuu 2023,,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185819
ymparistoterveyslautakunnan_puheenjohtajan_vaali_innehaller_personuppgifter__185821.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185821,Ympäristöterveyslautakunnan puheenjohtajan vaali (innehåller personuppgifter),§ 66,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
jasenen_nimittaminen_pohjanmaan_tyollisyysalueen_lautakuntaan_innehaller_personuppgifter__185966.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185966,Jäsenen nimittäminen Pohjanmaan työllisyysalueen lautakuntaan (innehåller personuppgifter),§ 67,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
kirje_nimittaminen_pohjanmaan_tyollisyysalueen_lautakuntaan_184870.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=184870&version=1,"Kirje, nimittäminen Pohjanmaan työllisyysalueen lautakuntaan",,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185966
uudenkaarlepyyn_kaupungin_laaja_hyvinvointikertomus_2022_2026_185827.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185827,Uudenkaarlepyyn kaupungin laaja hyvinvointikertomus 2022-2026,§ 68,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
halsa_i_skolan_2023_181657.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181657&version=1,Hälsa i skolan 2023,,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185827
pyll_pohjanmaa_tulokset_osterbotten_resultat_181830.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181830&version=1,PYLL_Pohjanmaa tulokset_Österbotten resultat,,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185827
svar_fran_kultur_och_idrottsomradesenkat_2023_181832.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=181832&version=1,Svar från kultur- och idrottsområdesenkät 2023,,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185827
uudenkaarlepyyn_hyvinvointikertomus_2022_2026_184881.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=184881&version=1,Uudenkaarlepyyn hyvinvointikertomus 2022-2026,,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185827
lisamaararaha_varhaiskasvatus_185829.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185829,"Lisämääräraha, varhaiskasvatus",§ 69,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
lisamaararaha_avustuksen_myontamiseen_juthbackan_saatiolle_innehaller_personuppgifter__185969.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185969,Lisämääräraha avustuksen myöntämiseen Juthbackan säätiölle (innehåller personuppgifter),§ 70,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
muutoksenhaku_185815.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185815,Muutoksenhaku,§ 0,14.12.2023,16:00,7/2023,Kaupunginvaltuusto,
sammantradesuppgifter_och_deltagande_185371.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185371,Sammanträdesuppgifter och deltagande,§ 0,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
sammantradets_konstituerande_185375.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185375,Sammanträdets konstituerande,§ 103,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
delgivningar_miljovarden_185377.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185377,Delgivningar; Miljövården,§ 104,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
utlatande_over_detaljplan_for_mirka_omradet_detaljplaneforslag_185379.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185379,Utlåtande över detaljplan för Mirka-området; Detaljplaneförslag,§ 105,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
planforslag_mirka_184722.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=184722&version=1,Planförslag Mirka,,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185379
marktaktsansokan_r_s_sundvik_ab_socklot_185381.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185381,"Marktäktsansökan; R&S Sundvik Ab, Socklot",§ 106,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
bygglov_ab_ekorosk_oy_atervinningsstation_nykarleby_185383.pdf,https://kungorelse.nykarleby.fi:8443/ktwebbin/ktproxy2.dll?doctype=3&docid=185383,"Bygglov; Ab Ekorosk Oy, återvinningsstation, Nykarleby",§ 107,13.12.2023,16:30,10/2023,Miljö-  och byggnadsnämnden,
